time_s,left_x_m,left_y_m,left_z_m,right_x_m,right_y_m,right_z_m
7.005000000000674021e+00,2.994931410817517348e-01,-5.003069949455402066e-01,3.499719565676358002e-01,-8.450469559426042332e-03,-3.779706646999224096e-01,2.889457654436126677e-01
7.006000000000674355e+00,2.994909226623095888e-01,-5.003077194350841195e-01,3.499720859867942457e-01,-8.450771277982795787e-03,-3.779873594092028055e-01,2.889637224409339344e-01
7.007000000000674689e+00,2.994886983707986672e-01,-5.003084452611938904e-01,3.499722155738994589e-01,-8.451362674847744116e-03,-3.780039578377514253e-01,2.889818861662932781e-01
7.008000000000675023e+00,2.994864682031527225e-01,-5.003091724294419507e-01,3.499723453296465503e-01,-8.452313724212900947e-03,-3.780203858511266279e-01,2.890000847713286580e-01
7.009000000000675357e+00,2.994842321552905196e-01,-5.003099009453733093e-01,3.499724752547295203e-01,-8.453693912384978304e-03,-3.780365692247607545e-01,2.890181457103842555e-01
7.010000000000675691e+00,2.994819902231133368e-01,-5.003106308145051084e-01,3.499726053498433131e-01,-8.455572282590667621e-03,-3.780524336604213498e-01,2.890358958317564841e-01
7.011000000000676025e+00,2.994797424025081867e-01,-5.003113620423282892e-01,3.499727356156814850e-01,-8.458015836841255297e-03,-3.780679095822319091e-01,2.890531484311754107e-01
7.012000000000676359e+00,2.994774886893450394e-01,-5.003120946343059261e-01,3.499728660529376478e-01,-8.461090861755192483e-03,-3.780829249312497864e-01,2.890697174983573592e-01
7.013000000000676692e+00,2.994752290794790994e-01,-5.003128285958737820e-01,3.499729966623051913e-01,-8.464863546716386994e-03,-3.780974088713259795e-01,2.890854163466382021e-01
7.014000000000677026e+00,2.994729635670511092e-01,-5.003135639326087292e-01,3.499731274481199250e-01,-8.469348646619027227e-03,-3.781112905612649122e-01,2.891001304086627810e-01
7.015000000000677360e+00,2.994706921045315884e-01,-5.003143006541475035e-01,3.499732585040353228e-01,-8.474490394513270464e-03,-3.781244961146109640e-01,2.891138533690013612e-01
7.016000000000677694e+00,2.994684146471753849e-01,-5.003150387698207524e-01,3.499733899176928897e-01,-8.480242894606939558e-03,-3.781369506649217005e-01,2.891265049333913706e-01
7.017000000000678028e+00,2.994661311528595271e-01,-5.003157782886705762e-01,3.499735217710717161e-01,-8.486511443923396708e-03,-3.781486114223798767e-01,2.891380582918175457e-01
7.018000000000678362e+00,2.994638415819330657e-01,-5.003165192194661826e-01,3.499736541408137724e-01,-8.493176520364117965e-03,-3.781596190674407776e-01,2.891485466149016359e-01
7.019000000000678696e+00,2.994615458970694144e-01,-5.003172615707175419e-01,3.499737870985371035e-01,-8.500119415263497624e-03,-3.781701136539191710e-01,2.891580030243140476e-01
7.020000000000679030e+00,2.994592440631337893e-01,-5.003180053506928182e-01,3.499739207111272066e-01,-8.507222185205477738e-03,-3.781802346468470244e-01,2.891664605983947367e-01
7.021000000000679364e+00,2.994569360470521469e-01,-5.003187505674283608e-01,3.499740550410153639e-01,-8.514390639480728940e-03,-3.781900034701450308e-01,2.891739381987973867e-01
7.022000000000679698e+00,2.994546218176908914e-01,-5.003194972287430264e-01,3.499741901464399341e-01,-8.521507982487248889e-03,-3.781995577945144738e-01,2.891804693064947140e-01
7.023000000000680032e+00,2.994523013457408012e-01,-5.003202453422497253e-01,3.499743260816925994e-01,-8.528461221950871946e-03,-3.782090343375720254e-01,2.891860864893271987e-01
7.024000000000680366e+00,2.994499746036105581e-01,-5.003209949153663016e-01,3.499744628973530114e-01,-8.535186580034867521e-03,-3.782185439563005569e-01,2.891908149091767521e-01
7.025000000000680700e+00,2.994476415653225532e-01,-5.003217459553263025e-01,3.499746006405073384e-01,-8.541617439146952789e-03,-3.782281936866406236e-01,2.891946657539675725e-01
7.026000000000681034e+00,2.994453022064180181e-01,-5.003224984691891919e-01,3.499747393549569874e-01,-8.547675110578981106e-03,-3.782379142090309676e-01,2.891976325901038369e-01
7.027000000000681368e+00,2.994429565038648766e-01,-5.003232524638486778e-01,3.499748790814131150e-01,-8.553280880204353759e-03,-3.782476340372046275e-01,2.891997097497833180e-01
7.028000000000681702e+00,2.994406044359721464e-01,-5.003240079460428147e-01,3.499750198576829785e-01,-8.558379010588583469e-03,-3.782573108107365467e-01,2.892009097780978144e-01
7.029000000000682036e+00,2.994382459823098364e-01,-5.003247649223606652e-01,3.499751617188424091e-01,-8.562938689814534460e-03,-3.782670117752201522e-01,2.892014088716926001e-01
7.030000000000682370e+00,2.994358811236311757e-01,-5.003255233992525142e-01,3.499753046974009574e-01,-8.567038162284157377e-03,-3.782768039165049778e-01,2.892012286057453196e-01
7.031000000000682704e+00,2.994335098418020591e-01,-5.003262833830336431e-01,3.499754488234561589e-01,-8.570674617687963626e-03,-3.782865787567885052e-01,2.892004116972641814e-01
7.032000000000683038e+00,2.994311321197320463e-01,-5.003270448798953218e-01,3.499755941248390290e-01,-8.573828497768720691e-03,-3.782963113305381486e-01,2.891990120173938972e-01
7.033000000000683372e+00,2.994287479413115793e-01,-5.003278078959080277e-01,3.499757406272524518e-01,-8.576450220257526846e-03,-3.783060748432673925e-01,2.891971953459261946e-01
7.034000000000683706e+00,2.994263572913513083e-01,-5.003285724370301057e-01,3.499758883543988564e-01,-8.578594428786577575e-03,-3.783159407395973450e-01,2.891950229707465070e-01
7.035000000000684039e+00,2.994239601555251928e-01,-5.003293385091110990e-01,3.499760373281040060e-01,-8.580342855508706762e-03,-3.783259832293850988e-01,2.891925345575033779e-01
7.036000000000684373e+00,2.994215565203168783e-01,-5.003301061178987430e-01,3.499761875684309631e-01,-8.581774596464742527e-03,-3.783362827027477726e-01,2.891897453457443756e-01
7.037000000000684707e+00,2.994191463729704017e-01,-5.003308752690444061e-01,3.499763390937870589e-01,-8.582983373186910819e-03,-3.783468457643807126e-01,2.891866878240867411e-01
7.038000000000685041e+00,2.994167297014422857e-01,-5.003316459681059758e-01,3.499764919210274772e-01,-8.584085801330021415e-03,-3.783575620449490806e-01,2.891833800612839678e-01
7.039000000000685375e+00,2.994143064943567412e-01,-5.003324182205555193e-01,3.499766460655505673e-01,-8.585182450195048137e-03,-3.783684032123056373e-01,2.891798495493443366e-01
7.040000000000685709e+00,2.994118767409640336e-01,-5.003331920317798387e-01,3.499768015413871614e-01,-8.586366580613447735e-03,-3.783793370619817908e-01,2.891760901145526974e-01
7.041000000000686043e+00,2.994094404311007929e-01,-5.003339674070877985e-01,3.499769583612860058e-01,-8.587722735922679457e-03,-3.783902549263730153e-01,2.891720566552348770e-01
7.042000000000686377e+00,2.994069975551534313e-01,-5.003347443517122128e-01,3.499771165367945858e-01,-8.589215125843149140e-03,-3.784011834574739774e-01,2.891679476020813655e-01
7.043000000000686711e+00,2.994045481040221723e-01,-5.003355228708143976e-01,3.499772760783321779e-01,-8.590811474433357464e-03,-3.784121390715363686e-01,2.891638670271730049e-01
7.044000000000687045e+00,2.994020920690890764e-01,-5.003363029694863906e-01,3.499774369952625142e-01,-8.592546023541442618e-03,-3.784230965717632067e-01,2.891598103141341247e-01
7.045000000000687379e+00,2.993996294421870097e-01,-5.003370846527551707e-01,3.499775992959596738e-01,-8.594431268433681131e-03,-3.784340311366316545e-01,2.891558010868864881e-01
7.046000000000687713e+00,2.993971602155695577e-01,-5.003378679255856554e-01,3.499777629878699226e-01,-8.596490727564909395e-03,-3.784449300183264642e-01,2.891519035416992844e-01
7.047000000000688047e+00,2.993946843818848791e-01,-5.003386527928830319e-01,3.499779280775722756e-01,-8.598760184374686089e-03,-3.784557363897020354e-01,2.891481832426809340e-01
7.048000000000688381e+00,2.993922019341500596e-01,-5.003394392594955331e-01,3.499780945708317326e-01,-8.601234894704122558e-03,-3.784664347427082465e-01,2.891447047480976140e-01
7.049000000000688715e+00,2.993897128657252438e-01,-5.003402273302172132e-01,3.499782624726535118e-01,-8.603873196103856841e-03,-3.784770560455557042e-01,2.891413574245449425e-01
7.050000000000689049e+00,2.993872171702925411e-01,-5.003410170097899456e-01,3.499784317873304018e-01,-8.606633556237332922e-03,-3.784876311210692013e-01,2.891380308086072826e-01
7.051000000000689383e+00,2.993847148418348203e-01,-5.003418083029057550e-01,3.499786025184889460e-01,-8.609486955531438224e-03,-3.784981967550375415e-01,2.891346558739718020e-01
7.052000000000689717e+00,2.993822058746133385e-01,-5.003426012142093704e-01,3.499787746691338519e-01,-8.612401608166189715e-03,-3.785087363688351969e-01,2.891312738290861550e-01
7.053000000000690051e+00,2.993796902631520873e-01,-5.003433957482996686e-01,3.499789482416874042e-01,-8.615346857680273446e-03,-3.785192607403422560e-01,2.891278671001381584e-01
7.054000000000690385e+00,2.993771680022170867e-01,-5.003441919097313395e-01,3.499791232380285444e-01,-8.618292121359574787e-03,-3.785297805959164652e-01,2.891244179679149373e-01
7.055000000000690719e+00,2.993746390868016749e-01,-5.003449897030179949e-01,3.499792996595282868e-01,-8.621206885683820736e-03,-3.785403066134036543e-01,2.891209085766587861e-01
7.056000000000691053e+00,2.993721035121104657e-01,-5.003457891326319462e-01,3.499794775070835806e-01,-8.624067358363161212e-03,-3.785508476694743329e-01,2.891173582105981410e-01
7.057000000000691387e+00,2.993695612735434164e-01,-5.003465902030072021e-01,3.499796567811494508e-01,-8.626871315965591730e-03,-3.785613979806125018e-01,2.891137060665923686e-01
7.058000000000691720e+00,2.993670123666835603e-01,-5.003473929185409119e-01,3.499798374817683078e-01,-8.629650614116243096e-03,-3.785719470606394577e-01,2.891099764033331354e-01
7.059000000000692054e+00,2.993644567872831841e-01,-5.003481972835928104e-01,3.499800196085982029e-01,-8.632428384638915486e-03,-3.785824889217779265e-01,2.891061945298415425e-01
7.060000000000692388e+00,2.993618945312521706e-01,-5.003490033024894368e-01,3.499802031609391961e-01,-8.635201790459835075e-03,-3.785930310490823736e-01,2.891023894491547841e-01
7.061000000000692722e+00,2.993593255946453979e-01,-5.003498109795241344e-01,3.499803881377579473e-01,-8.637921804413289245e-03,-3.786036421275543185e-01,2.890987247902672697e-01
7.062000000000693056e+00,2.993567499736538018e-01,-5.003506203189570511e-01,3.499805745377101984e-01,-8.640538630685746374e-03,-3.786143849455804178e-01,2.890953656729072785e-01
7.063000000000693390e+00,2.993541676645928296e-01,-5.003514313250181367e-01,3.499807623591653649e-01,-8.643003063500073052e-03,-3.786253249258811904e-01,2.890924754719125800e-01
7.064000000000693724e+00,2.993515786638932807e-01,-5.003522440019071427e-01,3.499809516002226895e-01,-8.645266020648717520e-03,-3.786365272958959194e-01,2.890902169499581231e-01
7.065000000000694058e+00,2.993489829680931469e-01,-5.003530583537949550e-01,3.499811422587342791e-01,-8.647278533426571573e-03,-3.786480571000826467e-01,2.890887522944419752e-01
7.066000000000694392e+00,2.993463805738278971e-01,-5.003538743848240378e-01,3.499813343323209258e-01,-8.648980269413263089e-03,-3.786599844767794543e-01,2.890882444869808388e-01
7.067000000000694726e+00,2.993437714778243164e-01,-5.003546920991105429e-01,3.499815278183899814e-01,-8.650292707176123613e-03,-3.786723874592766714e-01,2.890888754930583393e-01
7.068000000000695060e+00,2.993411556768915682e-01,-5.003555115007438658e-01,3.499817227141513998e-01,-8.651176830424125302e-03,-3.786853482156916639e-01,2.890908253514050674e-01
7.069000000000695394e+00,2.993385331679159211e-01,-5.003563325937874229e-01,3.499819190166315597e-01,-8.651623635001631785e-03,-3.786989081385701006e-01,2.890942302112119444e-01
7.070000000000695728e+00,2.993359039478524219e-01,-5.003571553822815376e-01,3.499821167226888075e-01,-8.651719588669223165e-03,-3.787129446869893501e-01,2.890990874496946472e-01
7.071000000000696062e+00,2.993332680137208435e-01,-5.003579798702406656e-01,3.499823158290251146e-01,-8.651512296605139846e-03,-3.787275404536047940e-01,2.891054166128492198e-01
7.072000000000696396e+00,2.993306253625983016e-01,-5.003588060616573907e-01,3.499825163321997890e-01,-8.651094806004080984e-03,-3.787425992485963788e-01,2.891132193396916961e-01
7.073000000000696730e+00,2.993279759916152583e-01,-5.003596339605005383e-01,3.499827182286398553e-01,-8.650541878520073835e-03,-3.787579972237311021e-01,2.891224109615432858e-01
7.074000000000697064e+00,2.993253198979496932e-01,-5.003604635707181725e-01,3.499829215146516015e-01,-8.649882859274340280e-03,-3.787736625872549778e-01,2.891328269502814741e-01
7.075000000000697398e+00,2.993226570788226626e-01,-5.003612948962353757e-01,3.499831261864304044e-01,-8.649174259450258945e-03,-3.787895246269247229e-01,2.891442943049388759e-01
7.076000000000697732e+00,2.993199875314940250e-01,-5.003621279409572464e-01,3.499833322400712210e-01,-8.648483513634473707e-03,-3.788054685525780174e-01,2.891567764052893619e-01
7.077000000000698066e+00,2.993173112532581670e-01,-5.003629627087691212e-01,3.499835396715753055e-01,-8.647858091507056727e-03,-3.788214175974257691e-01,2.891700646164139243e-01
7.078000000000698400e+00,2.993146282414405057e-01,-5.003637992035350202e-01,3.499837484768613671e-01,-8.647353672936133884e-03,-3.788373026742924976e-01,2.891839886619123612e-01
7.079000000000698734e+00,2.993119384933941585e-01,-5.003646374291010890e-01,3.499839586517710655e-01,-8.647025450435864846e-03,-3.788530551088316600e-01,2.891983792904344042e-01
7.080000000000699067e+00,2.993092420064948911e-01,-5.003654773892930452e-01,3.499841701920781700e-01,-8.646928161965418413e-03,-3.788686066137370023e-01,2.892130682130257813e-01
7.081000000000699401e+00,2.993065387781403963e-01,-5.003663190879185096e-01,3.499843830934941669e-01,-8.647120560054320088e-03,-3.788838896527585431e-01,2.892278866997257669e-01
7.082000000000699735e+00,2.993038288057460194e-01,-5.003671625287681168e-01,3.499845973516751418e-01,-8.647671607009986550e-03,-3.788988297759117163e-01,2.892426664594322516e-01
7.083000000000700069e+00,2.993011120867412056e-01,-5.003680077156138495e-01,3.499848129622283865e-01,-8.648650553942694580e-03,-3.789133545039574114e-01,2.892572392547899662e-01
7.084000000000700403e+00,2.992983886185693332e-01,-5.003688546522095937e-01,3.499850299207177273e-01,-8.650126650790311567e-03,-3.789273915435869000e-01,2.892714375426070350e-01
7.085000000000700737e+00,2.992956583986826624e-01,-5.003697033422942475e-01,3.499852482226674666e-01,-8.652169142174665623e-03,-3.789408687771386175e-01,2.892850944313007377e-01
7.086000000000701071e+00,2.992929214245423353e-01,-5.003705537895881683e-01,3.499854678635695437e-01,-8.654868615755182543e-03,-3.789536759556216272e-01,2.892982293461903720e-01
7.087000000000701405e+00,2.992901776936146563e-01,-5.003714059977967255e-01,3.499856888388874765e-01,-8.658315157670713053e-03,-3.789657006629424951e-01,2.893108626123681582e-01
7.088000000000701739e+00,2.992874272033700933e-01,-5.003722599706080798e-01,3.499859111440589698e-01,-8.662567342069910081e-03,-3.789769720645930207e-01,2.893229680239012835e-01
7.089000000000702073e+00,2.992846699512810016e-01,-5.003731157116955153e-01,3.499861347745030771e-01,-8.667650432083555401e-03,-3.789876179789549715e-01,2.893343849832856751e-01
7.090000000000702407e+00,2.992819059348198474e-01,-5.003739732247164396e-01,3.499863597256214209e-01,-8.673497028500863626e-03,-3.789977654070096902e-01,2.893450829443414141e-01
7.091000000000702741e+00,2.992791351514586529e-01,-5.003748325133139385e-01,3.499865859928023570e-01,-8.680133878517730384e-03,-3.790075121634238764e-01,2.893550768750436930e-01
7.092000000000703075e+00,2.992763575986654434e-01,-5.003756935811148887e-01,3.499868135714251371e-01,-8.687578366858329793e-03,-3.790169563523926310e-01,2.893643842439099778e-01
7.093000000000703409e+00,2.992735732739056909e-01,-5.003765564317330661e-01,3.499870424568620741e-01,-8.695739822888192555e-03,-3.790261929361750659e-01,2.893731543975579523e-01
7.094000000000703743e+00,2.992707821746383723e-01,-5.003774210687661483e-01,3.499872726444820392e-01,-8.704509772951802421e-03,-3.790353156240282573e-01,2.893815577029045794e-01
7.095000000000704077e+00,2.992679842983162475e-01,-5.003782874957986015e-01,3.499875041296526823e-01,-8.713780472762625018e-03,-3.790444177549431859e-01,2.893897639396190158e-01
7.096000000000704411e+00,2.992651796423851929e-01,-5.003791557164009030e-01,3.499877369077425415e-01,-8.723567723875440272e-03,-3.790535932863912105e-01,2.893977686642517644e-01
7.097000000000704745e+00,2.992623682042812039e-01,-5.003800257341293189e-01,3.499879709741248734e-01,-8.733887256002232508e-03,-3.790629339140917375e-01,2.894055682369090499e-01
7.098000000000705079e+00,2.992595499814314497e-01,-5.003808975525276814e-01,3.499882063241789298e-01,-8.744703880414615715e-03,-3.790725304564604992e-01,2.894132348847123781e-01
7.099000000000705413e+00,2.992567249712527744e-01,-5.003817711751252784e-01,3.499884429532909014e-01,-8.755958392490607173e-03,-3.790824568790117644e-01,2.894208888803875279e-01
7.100000000000705747e+00,2.992538931711502537e-01,-5.003826466054378530e-01,3.499886808568576924e-01,-8.767575564613074718e-03,-3.790928177299824897e-01,2.894285050071283560e-01
7.101000000000706081e+00,2.992510545785173059e-01,-5.003835238469702684e-01,3.499889200302875314e-01,-8.779572856897559230e-03,-3.791037057538434452e-01,2.894360786260927743e-01
7.102000000000706414e+00,2.992482091907348596e-01,-5.003844029032122886e-01,3.499891604690021918e-01,-8.791967215742168412e-03,-3.791152111000350988e-01,2.894436064290174526e-01
7.103000000000706748e+00,2.992453570051699652e-01,-5.003852837776424645e-01,3.499894021684380463e-01,-8.804756643126465665e-03,-3.791273043330658510e-01,2.894510567424845582e-01
7.104000000000707082e+00,2.992424980191756845e-01,-5.003861664737264681e-01,3.499896451240472883e-01,-8.817915643140113169e-03,-3.791398905269242059e-01,2.894584243858581707e-01
7.105000000000707416e+00,2.992396322300917566e-01,-5.003870509949175371e-01,3.499898893312998194e-01,-8.831420517881657245e-03,-3.791528759777074709e-01,2.894657114037028078e-01
7.106000000000707750e+00,2.992367596352419334e-01,-5.003879373446566969e-01,3.499901347856844147e-01,-8.845289484318601819e-03,-3.791663539685592443e-01,2.894729137872104063e-01
7.107000000000708084e+00,2.992338802319348678e-01,-5.003888255263732043e-01,3.499903814827092230e-01,-8.859580160072481891e-03,-3.791802111838663003e-01,2.894800049277989062e-01
7.108000000000708418e+00,2.992309940174634475e-01,-5.003897155434848809e-01,3.499906294179029875e-01,-8.874310410543508748e-03,-3.791943459284520812e-01,2.894869776620011548e-01
7.109000000000708752e+00,2.992281009891043508e-01,-5.003906073993964476e-01,3.499908785868172667e-01,-8.889456959467703645e-03,-3.792086653782867911e-01,2.894938342335947046e-01
7.110000000000709086e+00,2.992252011441177695e-01,-5.003915010975025224e-01,3.499911289850247131e-01,-8.904996768884627933e-03,-3.792230770241005744e-01,2.895005769073275004e-01
7.111000000000709420e+00,2.992222944797471307e-01,-5.003923966411856217e-01,3.499913806081225154e-01,-8.920948738546395640e-03,-3.792376755840868308e-01,2.895072016686042748e-01
7.112000000000709754e+00,2.992193809932187643e-01,-5.003932940338166047e-01,3.499916334517312322e-01,-8.937336932057862032e-03,-3.792525251310537859e-01,2.895137021385835174e-01
7.113000000000710088e+00,2.992164606817418471e-01,-5.003941932787561164e-01,3.499918875114969574e-01,-8.954179234413991301e-03,-3.792675235009229651e-01,2.895200649812805782e-01
7.114000000000710422e+00,2.992135335425074039e-01,-5.003950943793527006e-01,3.499921427830899878e-01,-8.971452926435974362e-03,-3.792825782431746284e-01,2.895262926546564031e-01
7.115000000000710756e+00,2.992105995726894729e-01,-5.003959973389445759e-01,3.499923992622082647e-01,-8.989135480685198770e-03,-3.792975971995584117e-01,2.895323876482938652e-01
7.116000000000711090e+00,2.992076587694431633e-01,-5.003969021608587475e-01,3.499926569445746538e-01,-9.007142370694665168e-03,-3.793125102413553162e-01,2.895383096194141803e-01
7.117000000000711424e+00,2.992047111299070417e-01,-5.003978088484116737e-01,3.499929158259396100e-01,-9.025389181443573688e-03,-3.793272457467448122e-01,2.895440190289181315e-01
7.118000000000711758e+00,2.992017566511996907e-01,-5.003987174049094877e-01,3.499931759020813438e-01,-9.043823157000981106e-03,-3.793417226319067415e-01,2.895494975787282765e-01
7.119000000000712092e+00,2.991987953304223735e-01,-5.003996278336474424e-01,3.499934371688049328e-01,-9.062422915559250475e-03,-3.793558495233735339e-01,2.895547481985027427e-01
7.120000000000712426e+00,2.991958271646583123e-01,-5.004005401379103546e-01,3.499936996219439878e-01,-9.081167188291078274e-03,-3.793695352725300340e-01,2.895597738301279866e-01
7.121000000000712760e+00,2.991928521509710781e-01,-5.004014543209723831e-01,3.499939632573607629e-01,-9.099972777214231784e-03,-3.793827116074457440e-01,2.895645341808726347e-01
7.122000000000713094e+00,2.991898702864063120e-01,-5.004023703860990269e-01,3.499942280709452125e-01,-9.118756297370675390e-03,-3.793953068012118068e-01,2.895689903723602243e-01
7.123000000000713428e+00,2.991868815679913918e-01,-5.004032883365435724e-01,3.499944940586171005e-01,-9.137466163385118273e-03,-3.794072405525563685e-01,2.895731241450073545e-01
7.124000000000713761e+00,2.991838859927341554e-01,-5.004042081755510907e-01,3.499947612163252231e-01,-9.156047985655613175e-03,-3.794185970750196812e-01,2.895769588194507804e-01
7.125000000000714095e+00,2.991808835576244552e-01,-5.004051299063553282e-01,3.499950295400464095e-01,-9.174441836707007691e-03,-3.794294893109216860e-01,2.895805210153227782e-01
7.126000000000714429e+00,2.991778742596334917e-01,-5.004060535321819270e-01,3.499952990257883534e-01,-9.192529317554768570e-03,-3.794400500010020605e-01,2.895837936962298853e-01
7.127000000000714763e+00,2.991748580957131476e-01,-5.004069790562446496e-01,3.499955696695876139e-01,-9.210243739830988041e-03,-3.794503859186941774e-01,2.895867704028821654e-01
7.128000000000715097e+00,2.991718350627972089e-01,-5.004079064817490430e-01,3.499958414675102825e-01,-9.227525834928598791e-03,-3.794606085876475188e-01,2.895894777923290753e-01
7.129000000000715431e+00,2.991688051578005880e-01,-5.004088358118912172e-01,3.499961144156522597e-01,-9.244316454519087983e-03,-3.794708291425125113e-01,2.895919424514941110e-01
7.130000000000715765e+00,2.991657683776199894e-01,-5.004097670498567352e-01,3.499963885101391448e-01,-9.260556563273399794e-03,-3.794811583531478294e-01,2.895941909029025041e-01
7.131000000000716099e+00,2.991627247191325223e-01,-5.004107001988233883e-01,3.499966637471262909e-01,-9.276187335033801024e-03,-3.794917072922573964e-01,2.895962493602560195e-01
7.132000000000716433e+00,2.991596741791977543e-01,-5.004116352619576436e-01,3.499969401227993049e-01,-9.291149630146010308e-03,-3.795025854240382523e-01,2.895981447570880607e-01
7.133000000000716767e+00,2.991566167546562682e-01,-5.004125722424186407e-01,3.499972176333728258e-01,-9.305406396533207752e-03,-3.795137903320528472e-01,2.895998908065807731e-01
7.134000000000717101e+00,2.991535524423303283e-01,-5.004135111433550831e-01,3.499974962750921348e-01,-9.318938545464637568e-03,-3.795252279551639685e-01,2.896014905977910558e-01
7.135000000000717435e+00,2.991504812390239354e-01,-5.004144519679073477e-01,3.499977760442317676e-01,-9.331719895495412670e-03,-3.795368407759826535e-01,2.896029514248493753e-01
7.136000000000717769e+00,2.991474031415224943e-01,-5.004153947192070406e-01,3.499980569370961803e-01,-9.343731440094576318e-03,-3.795485360672667396e-01,2.896042761466816606e-01
7.137000000000718103e+00,2.991443181465933687e-01,-5.004163394003754428e-01,3.499983389500196385e-01,-9.354953933307721958e-03,-3.795602201031346157e-01,2.896054681714744228e-01
7.138000000000718437e+00,2.991412262509858810e-01,-5.004172860145268409e-01,3.499986220793661618e-01,-9.365361009707279250e-03,-3.795719000517838171e-01,2.896065437687666000e-01
7.139000000000718771e+00,2.991381274514314792e-01,-5.004182345647657515e-01,3.499989063215286356e-01,-9.375037511508657606e-03,-3.795836478249138835e-01,2.896075422044597780e-01
7.140000000000719105e+00,2.991350217446427373e-01,-5.004191850541880315e-01,3.499991916729305319e-01,-9.384067895829156791e-03,-3.795955351176210080e-01,2.896085026136837048e-01
7.141000000000719439e+00,2.991319091273152431e-01,-5.004201374858811002e-01,3.499994781300241331e-01,-9.392432442212297200e-03,-3.796074698978173512e-01,2.896094274691630166e-01
7.142000000000719773e+00,2.991287895961267651e-01,-5.004210918629240501e-01,3.499997656892909204e-01,-9.400111102952395797e-03,-3.796193582684863066e-01,2.896103201370658908e-01
7.143000000000720107e+00,2.991256631477368644e-01,-5.004220481883872029e-01,3.500000543472420178e-01,-9.407160240659032113e-03,-3.796311123681986865e-01,2.896111937791445712e-01
7.144000000000720441e+00,2.991225297787878379e-01,-5.004230064653329979e-01,3.500003441004174709e-01,-9.413663758934098791e-03,-3.796428046930396816e-01,2.896120874413302126e-01
7.145000000000720775e+00,2.991193894859047187e-01,-5.004239666968145483e-01,3.500006349453864130e-01,-9.419705232814452184e-03,-3.796545074900104511e-01,2.896130400535562588e-01
7.146000000000721109e+00,2.991162422656947761e-01,-5.004249288858779732e-01,3.500009268787463990e-01,-9.425264139494286819e-03,-3.796661292828773515e-01,2.896140539093590704e-01
7.147000000000721442e+00,2.991130881147481269e-01,-5.004258930355601764e-01,3.500012198971244604e-01,-9.430352032621814456e-03,-3.796775766010360709e-01,2.896150864815155712e-01
7.148000000000721776e+00,2.991099270296376789e-01,-5.004268591488902906e-01,3.500015139971761058e-01,-9.435063208551940084e-03,-3.796888309514203641e-01,2.896160689077588724e-01
7.149000000000722110e+00,2.991067590069195758e-01,-5.004278272288895657e-01,3.500018091755842664e-01,-9.439480641793049354e-03,-3.796999650348280575e-01,2.896170404915072161e-01
7.150000000000722444e+00,2.991035840431330861e-01,-5.004287972785712579e-01,3.500021054290621825e-01,-9.443637001560211547e-03,-3.797110770092947951e-01,2.896180478583135764e-01
7.151000000000722778e+00,2.991004021348003805e-01,-5.004297693009406300e-01,3.500024027543492400e-01,-9.447511147752368083e-03,-3.797220756138217634e-01,2.896190934675960116e-01
7.152000000000723112e+00,2.990972132784269766e-01,-5.004307432989951732e-01,3.500027011482139128e-01,-9.451126440479781787e-03,-3.797329066535988229e-01,2.896201087511451333e-01
7.153000000000723446e+00,2.990940174705017940e-01,-5.004317192757234967e-01,3.500030006074526523e-01,-9.454503549273941820e-03,-3.797436772904755897e-01,2.896209960206322931e-01
7.154000000000723780e+00,2.990908147074978762e-01,-5.004326972341086588e-01,3.500033011288889995e-01,-9.457662706654556412e-03,-3.797544803065825980e-01,2.896217522219794449e-01
7.155000000000724114e+00,2.990876049858713359e-01,-5.004336771771241699e-01,3.500036027093745283e-01,-9.460624097661157750e-03,-3.797654081520158154e-01,2.896223742835165593e-01
7.156000000000724448e+00,2.990843883020621319e-01,-5.004346591077365458e-01,3.500039053457881799e-01,-9.463366503792973450e-03,-3.797763689066750992e-01,2.896228653159503841e-01
7.157000000000724782e+00,2.990811646524944023e-01,-5.004356430289050861e-01,3.500042090350357071e-01,-9.465882608604231363e-03,-3.797872754067110890e-01,2.896231925781771466e-01
7.158000000000725116e+00,2.990779340335763536e-01,-5.004366289435808746e-01,3.500045137740503964e-01,-9.468228121161641891e-03,-3.797980395280905475e-01,2.896232648235499418e-01
7.159000000000725450e+00,2.990746964417001497e-01,-5.004376168547081116e-01,3.500048195597922907e-01,-9.470438043938864126e-03,-3.798086786129595827e-01,2.896230705751132173e-01
7.160000000000725784e+00,2.990714518732425220e-01,-5.004386067652236703e-01,3.500051263892481335e-01,-9.472532437568410846e-03,-3.798192856447991095e-01,2.896226071099654575e-01
7.161000000000726118e+00,2.990682003245642151e-01,-5.004395986780566519e-01,3.500054342594309809e-01,-9.474490016187653990e-03,-3.798297693859139512e-01,2.896218778334612720e-01
7.162000000000726452e+00,2.990649417920109299e-01,-5.004405925961294965e-01,3.500057431673808117e-01,-9.476277772990298470e-03,-3.798400420634180374e-01,2.896208888591572106e-01
7.163000000000726786e+00,2.990616762719129351e-01,-5.004415885223566507e-01,3.500060531101631955e-01,-9.477903225059688963e-03,-3.798501885011698609e-01,2.896195844186009727e-01
7.164000000000727120e+00,2.990584037605854006e-01,-5.004425864596460105e-01,3.500063640848698476e-01,-9.479386655952191237e-03,-3.798603016033362256e-01,2.896179618203281181e-01
