time_s,left_x_m,left_y_m,left_z_m,right_x_m,right_y_m,right_z_m
2.287700000000497624e+01,-3.497817790218532563e-01,-7.498497504438340622e-01,4.000259099893961334e-01,-1.124792643369530720e-03,-5.000372329280846628e-01,2.803044586956134343e-01
2.287800000000497747e+01,-3.497820049930178699e-01,-7.498498552485074464e-01,4.000259132215973068e-01,-1.124781887726383767e-03,-5.000372308555915968e-01,2.803044098296362252e-01
2.287900000000497869e+01,-3.497822306788095359e-01,-7.498499599764634205e-01,4.000259164210516194e-01,-1.124771047657263656e-03,-5.000372287433263452e-01,2.803043612635016668e-01
2.288000000000497991e+01,-3.497824560796204962e-01,-7.498500646277568293e-01,4.000259195878295149e-01,-1.124760123516407861e-03,-5.000372265914724279e-01,2.803043129962591307e-01
2.288100000000498113e+01,-3.497826811958418269e-01,-7.498501692024429621e-01,4.000259227220016589e-01,-1.124749616724096679e-03,-5.000372245917881209e-01,2.803042636277129906e-01
2.288200000000498235e+01,-3.497829060278643820e-01,-7.498502737005765528e-01,4.000259258236388282e-01,-1.124739024854187752e-03,-5.000372225522238256e-01,2.803042145603873991e-01
2.288300000000498358e+01,-3.497831305760780163e-01,-7.498503781222127795e-01,4.000259288928111334e-01,-1.124728348305910341e-03,-5.000372204729814918e-01,2.803041657932082709e-01
2.288400000000498480e+01,-3.497833548408732507e-01,-7.498504824674065983e-01,4.000259319295890736e-01,-1.124717587454963919e-03,-5.000372183542514115e-01,2.803041173251654694e-01
2.288500000000498602e+01,-3.497835788226388853e-01,-7.498505867362126320e-01,4.000259349340428150e-01,-1.124706742654676961e-03,-5.000372161962158835e-01,2.803040691553096431e-01
2.288600000000498724e+01,-3.497838025217633318e-01,-7.498506909286860589e-01,4.000259379062420795e-01,-1.124696313835042705e-03,-5.000372141890769839e-01,2.803040198864393817e-01
2.288700000000498846e+01,-3.497840259386346129e-01,-7.498507950448816128e-01,4.000259408462568667e-01,-1.124685800063883467e-03,-5.000372121423435345e-01,2.803039709180799588e-01
2.288800000000498969e+01,-3.497842490736403631e-01,-7.498508990848544720e-01,4.000259437541574536e-01,-1.124675201739318287e-03,-5.000372100562155975e-01,2.803039222491597315e-01
2.288900000000499091e+01,-3.497844719271677727e-01,-7.498510030486584821e-01,4.000259466300130073e-01,-1.124664519235943350e-03,-5.000372079308831319e-01,2.803038738786706174e-01
2.289000000000499213e+01,-3.497846944996032548e-01,-7.498511069363497095e-01,4.000259494738931387e-01,-1.124653752906518145e-03,-5.000372057665263270e-01,2.803038258056651522e-01
2.289100000000499335e+01,-3.497849167913318902e-01,-7.498512107479813338e-01,4.000259522858675698e-01,-1.124643401206271154e-03,-5.000372037518031609e-01,2.803037766359358640e-01
2.289200000000499458e+01,-3.497851388027398145e-01,-7.498513144836093103e-01,4.000259550660052454e-01,-1.124632964681029912e-03,-5.000372016977689960e-01,2.803037277660097581e-01
2.289300000000499580e+01,-3.497853605342109984e-01,-7.498514181432875958e-01,4.000259578143752770e-01,-1.124622443727837928e-03,-5.000371996046230061e-01,2.803036791948171347e-01
2.289400000000499702e+01,-3.497855819861304116e-01,-7.498515217270712574e-01,4.000259605310471644e-01,-1.124611838720472601e-03,-5.000371974725534852e-01,2.803036309213517985e-01
2.289500000000499824e+01,-3.497858031588814698e-01,-7.498516252350140299e-01,4.000259632160898526e-01,-1.124601150010152983e-03,-5.000371953017395121e-01,2.803035829446685612e-01
2.289600000000499946e+01,-3.497860240528469777e-01,-7.498517286671715354e-01,4.000259658695715093e-01,-1.124590874588680955e-03,-5.000371932793060692e-01,2.803035338735516691e-01
2.289700000000500069e+01,-3.497862446684097959e-01,-7.498518320235975088e-01,4.000259684915617453e-01,-1.124580514469133985e-03,-5.000371912178438460e-01,2.803034851015313578e-01
2.289800000000500191e+01,-3.497864650059519520e-01,-7.498519353043465729e-01,4.000259710821285064e-01,-1.124570070047008208e-03,-5.000371891175501293e-01,2.803034366275402034e-01
2.289900000000500313e+01,-3.497866850658545856e-01,-7.498520385094732399e-01,4.000259736413404044e-01,-1.124559541695199782e-03,-5.000371869786122137e-01,2.803033884505745643e-01
2.290000000000500435e+01,-3.497869048484990029e-01,-7.498521416390317995e-01,4.000259761692659399e-01,-1.124548929764664085e-03,-5.000371848012081788e-01,2.803033405696909730e-01
2.290100000000500557e+01,-3.497871243542655106e-01,-7.498522446930769858e-01,4.000259786659730032e-01,-1.124538729794913317e-03,-5.000371827709418904e-01,2.803032915966636174e-01
2.290200000000500680e+01,-3.497873435835340272e-01,-7.498523476716627556e-01,4.000259811315301506e-01,-1.124528445253653031e-03,-5.000371807019268200e-01,2.803032429220286281e-01
2.290300000000500802e+01,-3.497875625366835828e-01,-7.498524505748437319e-01,4.000259835660051611e-01,-1.124518076536157318e-03,-5.000371785943594771e-01,2.803031945447197471e-01
2.290400000000500924e+01,-3.497877812140933740e-01,-7.498525534026738715e-01,4.000259859694657028e-01,-1.124507624013885987e-03,-5.000371764484259351e-01,2.803031464637361081e-01
2.290500000000501046e+01,-3.497879996161409322e-01,-7.498526561552072423e-01,4.000259883419799434e-01,-1.124497088036177650e-03,-5.000371742643028306e-01,2.803030986781360756e-01
